**recip	**stress	**rhyme	**CMPD	**lyrics	**break
*M4/4	*M4/4	*M4/4	*M4/4	*M4/4	*M4/4
*MM143	*MM143	*MM143	*MM143	*MM143	*MM143
*	*	*	*	*	*
8	1	.	.	gas	.
16	.	.	R	.	.
16	0	.	.	the	.
8	1	.	.	lean	.
8	.	.	R	.	.
=21	=21	=21	=21	=21	=21
12	1	.	.	I	3
12	0	.	.	get	.
12	0	.	.	the	.
4	1	.	.	bag	.
6	1	.	.	ca-	.
12	0	.	.	-sua-	.
6	1	.	.	-lay	.
12	.	.	R	.	.
=22	=22	=22	=22	=22	=22
6	.	.	R	.	.
12	0	.	.	You	3
12	1	.	.	nig-	.
12	0	.	.	-gas	.
12	0	.	.	em-	.
6	1	.	.	-bar-	.
12	0	.	.	-ras-	.
6	1	.	.	-sing	.
12	0	.	.	this	3
=23	=23	=23	=23	=23	=23
12	1	.	.	Au-	.
12	0	.	.	-de-	.
12	0	.	.	-mar	.
12	1	.	.	this	.
12	0	.	.	is	.
12	0	.	.	a	.
6	1	.	.	mas-	.
12	0	.	.	-ter-	.
12	1	.	.	-piece	.
6	.	.	R	.	.
*-	*-	*-	*-	*-	*-
!!!OTL:	UpTheSmoke
!!!COM:	Offset
!!!ARE:	Atlanta
!!!RRD:	2020
