**recip	**stress	**rhyme	**CMPD	**lyrics	**break
*M4/4	*M4/4	*M4/4	*M4/4	*M4/4	*M4/4
*MM132	*MM132	*MM132	*MM132	*MM132	*MM132
*	*	*	*	*	*
16	0	.	.	the	.
8	1	.	.	world	.
8	0	.	.	I'm	.
8	1	.	.	fea-	.
8	0	.	.	-rin	.
=20	=20	=20	=20	=20	=20
4	.	.	R	.	.
8.	.	.	R	.	.
16	0	.	.	And	3
8	1	.	.	I'm	.
8	0	.	.	so	.
16	1	.	.	se-	.
16	0	.	.	-ri-	.
8	0	.	.	-ous	.
=21	=21	=21	=21	=21	=21
12	1	.	.	All	3
12	0	.	.	in	.
12	0	.	.	my	.
12	1	.	.	bid-	.
12	0	.	.	-ness	.
12	0	.	.	these	.
12	1	.	.	nig-	.
12	0	.	.	-gas	.
12	0	.	.	so	.
12	1	.	.	cu-	.
12	0	.	.	-ri-	.
12	0	.	.	-ous	.
=22	=22	=22	=22	=22	=22
2	.	.	R	.	.
8.	1	.	.	Young	2
16	1	.	.	sweet	.
4	.	.	R	.	.
=23	=23	=23	=23	=23	=23
2	.	.	R	.	.
8	1	.	.	This	.
8	0	.	.	me	.
16	1	.	.	nig-	.
16	0	.	.	-ga	.
8	.	.	R	.	.
*-	*-	*-	*-	*-	*-
!!!OTL:	ThisMe
!!!COM:	Webbie
!!!ARE:	New Orleans
!!!RRD:	2016
